INI_SIGN_MONTH,INI_CONTRACT_TYPE,CONTRACT1_TYPE,CONTRACT2_TYPE,CONTRACT3_TYPE,CONTRACTS,CONTRACTS_GR,DUR_INI_FIRST,DUR_INI_SECOND,DUR_INI_THIRD,DUR_FIRST_SECOND,DUR_FIRST_THIRD,DUR_SECOND_THIRD,CLIENTS
2021-05-01,CD,CC,CL,CL,3,3,1.0,5.0,13.0,4.0,12.0,8.0,1
2021-05-01,CD,TW,CD,CD,3,3,8.0,15.0,32.0,7.0,24.0,17.0,1
2021-05-01,CD,CD,CC,CD,3,3,12.0,22.0,29.0,10.0,17.0,7.0,1
2021-05-01,CD,CD,CD,CD,3,3,10.0,32.0,36.0,22.0,26.0,4.0,2
2021-05-01,CD,CD,CD,CD,3,3,5.0,27.0,36.0,22.0,31.0,9.0,1
2021-05-01,CD,CC,CD,CD,3,3,14.0,15.0,40.0,1.0,26.0,25.0,1
2021-05-01,CD,CL,CL,NC,2,2,11.0,14.0,,3.0,,,5
2021-05-01,CD,CC,CL,CL,3,3,29.0,29.0,35.0,0.0,6.0,6.0,1
2021-05-01,CD,CD,CD,CD,3,3,5.0,31.0,32.0,26.0,27.0,1.0,1
2021-05-01,CD,CD,CD,NC,2,2,14.0,18.0,,4.0,,,12
2021-05-01,CD,CC,NC,NC,1,1,19.0,,,,,,15
2021-05-01,CD,CD,CL,NC,2,2,2.0,25.0,,23.0,,,1
2021-05-01,CD,CD,CD,CD,3,3,8.0,14.0,14.0,6.0,6.0,0.0,2
2021-05-01,CD,CL,CL,NC,2,2,8.0,12.0,,4.0,,,6
2021-05-01,TW,TW,CC,TW,3,3,12.0,17.0,17.0,5.0,5.0,0.0,1
2021-06-01,CD,CD,CD,CD,3,3,9.0,13.0,25.0,4.0,16.0,12.0,1
2021-05-01,CD,CD,CD,NC,2,2,24.0,35.0,,11.0,,,16
2021-05-01,CD,CD,CL,NC,2,2,10.0,12.0,,2.0,,,2
2021-05-01,TW,TW,NC,NC,1,1,26.0,,,,,,4
2021-05-01,CD,CD,CD,NC,2,2,3.0,7.0,,4.0,,,4
2021-05-01,CD,CD,CD,CD,8,3+,12.0,14.0,15.0,2.0,3.0,1.0,1
2021-05-01,CD,TW,CL,NC,2,2,17.0,25.0,,8.0,,,2
2021-05-01,CD,CD,CD,NC,2,2,27.0,31.0,,4.0,,,8
2021-05-01,CD,CD,CD,NC,2,2,12.0,30.0,,18.0,,,7
2021-05-01,CD,TW,CD,NC,2,2,32.0,34.0,,2.0,,,1
2021-05-01,CD,CD,TW,NC,2,2,19.0,29.0,,10.0,,,2
2021-05-01,CD,CD,CD,CD,4,3+,1.0,15.0,18.0,14.0,17.0,3.0,1
2021-05-01,CD,CD,CD,CC,3,3,20.0,29.0,29.0,9.0,9.0,0.0,1
2021-05-01,CD,CD,CD,NC,2,2,10.0,21.0,,11.0,,,13
2021-05-01,CD,CL,CC,NC,2,2,9.0,37.0,,28.0,,,1
2021-05-01,CD,CL,CD,NC,2,2,6.0,22.0,,16.0,,,2
2021-05-01,CD,CD,CD,NC,2,2,23.0,26.0,,3.0,,,5
2021-05-01,CD,CD,CD,NC,2,2,16.0,34.0,,18.0,,,10
2021-05-01,CD,CD,CD,CD,5,3+,14.0,19.0,23.0,5.0,9.0,4.0,1
2021-05-01,CL,CL,CL,CL,3,3,5.0,10.0,16.0,5.0,11.0,6.0,1
2021-05-01,CD,CC,CD,NC,2,2,11.0,11.0,,0.0,,,1
2021-05-01,CD,CD,CD,TW,6,3+,6.0,11.0,13.0,5.0,7.0,2.0,1
2021-05-01,CD,TW,CD,CD,4,3+,12.0,30.0,33.0,18.0,21.0,3.0,1
2021-05-01,CD,CD,CC,NC,2,2,17.0,17.0,,0.0,,,9
2021-05-01,CD,CD,CD,TW,3,3,11.0,33.0,40.0,22.0,29.0,7.0,1
2021-05-01,CD,CD,CD,NC,2,2,5.0,22.0,,17.0,,,4
2021-05-01,TW,CL,NC,NC,1,1,5.0,,,,,,3
2021-05-01,CD,CD,CL,NC,2,2,29.0,34.0,,5.0,,,1
2021-05-01,CD,CD,CD,CC,4,3+,7.0,14.0,37.0,7.0,30.0,23.0,1
2021-05-01,CD,CL,NC,NC,1,1,38.0,,,,,,25
2021-05-01,CD,CD,CL,CL,5,3+,5.0,18.0,25.0,13.0,20.0,7.0,1
2021-05-01,CD,CD,CD,NC,2,2,11.0,36.0,,25.0,,,13
2021-05-01,CD,CL,CD,CL,3,3,11.0,14.0,20.0,3.0,9.0,6.0,1
2021-05-01,CD,CD,CD,NC,2,2,13.0,27.0,,14.0,,,17
2021-05-01,CD,CD,CD,CD,5,3+,8.0,31.0,33.0,23.0,25.0,2.0,1
2021-05-01,CD,CD,CC,CD,4,3+,6.0,31.0,35.0,25.0,29.0,4.0,1
2021-05-01,CD,CL,CD,NC,2,2,6.0,16.0,,10.0,,,2
2021-05-01,CD,CD,CD,NC,2,2,7.0,36.0,,29.0,,,10
2021-05-01,CD,CD,CD,CD,4,3+,11.0,15.0,34.0,4.0,23.0,19.0,1
2021-05-01,CD,CD,CD,NC,2,2,22.0,34.0,,12.0,,,6
2021-05-01,CD,CD,CD,CD,5,3+,4.0,9.0,21.0,5.0,17.0,12.0,1
2021-05-01,CD,CD,CC,CD,3,3,23.0,24.0,30.0,1.0,7.0,6.0,1
2021-05-01,CD,CD,CD,CD,4,3+,4.0,6.0,8.0,2.0,4.0,2.0,1
2021-05-01,CD,CD,CD,CD,3,3,8.0,18.0,27.0,10.0,19.0,9.0,1
2021-05-01,CD,CD,CL,CD,3,3,4.0,6.0,32.0,2.0,28.0,26.0,1
2021-05-01,CD,CD,CD,CD,3,3,3.0,14.0,37.0,11.0,34.0,23.0,1
2021-05-01,CD,CD,CL,NC,2,2,6.0,18.0,,12.0,,,3
2021-05-01,CD,CD,CD,CD,3,3,10.0,20.0,41.0,10.0,31.0,21.0,1
2021-05-01,TW,CL,CL,CD,4,3+,16.0,21.0,36.0,5.0,20.0,15.0,1
2021-06-01,CD,CC,NC,NC,1,1,14.0,,,,,,16
2021-05-01,CC,CD,CD,CD,3,3,0.0,11.0,34.0,11.0,34.0,23.0,1
2021-05-01,CD,CD,CD,TW,8,3+,5.0,11.0,12.0,6.0,7.0,1.0,1
2021-05-01,CD,CL,CC,NC,2,2,19.0,19.0,,0.0,,,2
2021-06-01,CD,CD,CC,CD,3,3,12.0,26.0,32.0,14.0,20.0,6.0,1
2021-05-01,CD,CD,CD,NC,2,2,8.0,25.0,,17.0,,,11
2021-05-01,CD,CD,CD,NC,2,2,27.0,29.0,,2.0,,,2
2021-06-01,CD,CD,CD,NC,2,2,11.0,17.0,,6.0,,,13
2021-06-01,CD,CD,CD,NC,2,2,22.0,25.0,,3.0,,,6
2021-06-01,CD,CL,NC,NC,1,1,9.0,,,,,,90
2021-06-01,CD,CD,CC,NC,2,2,23.0,36.0,,13.0,,,1
2021-06-01,CD,CD,CD,CD,6,3+,7.0,7.0,15.0,0.0,8.0,8.0,1
2021-06-01,CD,CD,CD,CD,3,3,5.0,37.0,38.0,32.0,33.0,1.0,1
2021-06-01,CD,CC,NC,NC,1,1,7.0,,,,,,33
2021-06-01,CD,CD,CL,NC,2,2,0.0,11.0,,11.0,,,1
2021-06-01,CD,CD,CD,NC,2,2,8.0,23.0,,15.0,,,5
2021-06-01,CD,CD,CC,CD,3,3,8.0,8.0,34.0,0.0,26.0,26.0,1
2021-06-01,CD,CD,CD,NC,2,2,22.0,40.0,,18.0,,,4
2021-06-01,CD,CD,CD,NC,2,2,15.0,27.0,,12.0,,,11
2021-06-01,CD,CD,CD,CD,4,3+,5.0,10.0,10.0,5.0,5.0,0.0,2
2021-06-01,CD,CD,CD,NC,2,2,10.0,30.0,,20.0,,,14
2021-06-01,CD,CD,CD,HPL,4,3+,4.0,23.0,34.0,19.0,30.0,11.0,1
2021-06-01,CD,CC,CL,CL,3,3,0.0,2.0,6.0,2.0,6.0,4.0,1
2021-06-01,CD,CD,CL,NC,2,2,8.0,12.0,,4.0,,,2
2021-06-01,CD,CD,CD,NC,2,2,24.0,36.0,,12.0,,,13
2021-06-01,CD,CD,CD,NC,2,2,29.0,33.0,,4.0,,,5
2021-06-01,CD,CD,CD,CL,3,3,4.0,9.0,13.0,5.0,9.0,4.0,1
2021-06-01,CD,CD,CD,CD,3,3,3.0,6.0,8.0,3.0,5.0,2.0,1
2021-06-01,CD,CD,CD,NC,2,2,7.0,34.0,,27.0,,,16
2021-06-01,CD,CL,CD,NC,2,2,7.0,8.0,,1.0,,,4
2021-06-01,CD,CD,CD,NC,2,2,6.0,23.0,,17.0,,,10
2021-06-01,CD,CL,CL,NC,2,2,10.0,17.0,,7.0,,,4
2021-06-01,CD,CL,CL,NC,2,2,13.0,30.0,,17.0,,,1
2021-06-01,CD,CD,CD,NC,2,2,25.0,25.0,,0.0,,,1
2021-06-01,CD,CD,CD,NC,2,2,17.0,36.0,,19.0,,,7
2021-06-01,CD,CD,CD,NC,2,2,22.0,31.0,,9.0,,,10
2021-06-01,CD,CD,CD,CD,4,3+,10.0,15.0,20.0,5.0,10.0,5.0,1
2021-06-01,TW,CD,NC,NC,1,1,16.0,,,,,,12
2021-06-01,CD,CD,CD,CD,3,3,5.0,22.0,28.0,17.0,23.0,6.0,2
2021-06-01,CD,CD,CD,CL,3,3,5.0,17.0,28.0,12.0,23.0,11.0,1
2021-06-01,CD,CD,TW,CD,3,3,5.0,9.0,21.0,4.0,16.0,12.0,1
2021-06-01,CD,CD,CD,NC,2,2,5.0,29.0,,24.0,,,6
2021-06-01,CD,CD,CD,CD,3,3,7.0,13.0,38.0,6.0,31.0,25.0,3
2021-06-01,CD,CD,HPL,CD,3,3,6.0,31.0,31.0,25.0,25.0,0.0,1
2021-06-01,CD,CD,CD,NC,2,2,1.0,36.0,,35.0,,,4
2021-06-01,CD,CD,CD,CD,3,3,4.0,26.0,34.0,22.0,30.0,8.0,1
2021-06-01,CD,CD,CD,HPL,3,3,30.0,34.0,35.0,4.0,5.0,1.0,1
2021-06-01,CD,CD,CD,NC,2,2,17.0,39.0,,22.0,,,8
2021-06-01,CD,CL,NC,NC,1,1,0.0,,,,,,6
2021-06-01,CD,CD,CD,CD,4,3+,10.0,13.0,15.0,3.0,5.0,2.0,1
2021-06-01,CD,CD,CL,CL,4,3+,12.0,19.0,23.0,7.0,11.0,4.0,1
2021-06-01,CD,CL,CC,NC,2,2,37.0,38.0,,1.0,,,1
2021-06-01,CD,CD,CD,CD,5,3+,4.0,23.0,34.0,19.0,30.0,11.0,1
2021-06-01,CD,TW,CC,CL,4,3+,2.0,19.0,19.0,17.0,17.0,0.0,1
2021-06-01,CD,CL,CC,NC,2,2,22.0,22.0,,0.0,,,1
2021-06-01,CD,HPL,CD,NC,2,2,38.0,38.0,,0.0,,,6
2021-06-01,CD,CD,CD,NC,2,2,2.0,37.0,,35.0,,,1
2021-06-01,CD,CD,CD,NC,2,2,14.0,17.0,,3.0,,,7
2021-06-01,CD,CD,CD,NC,2,2,5.0,40.0,,35.0,,,7
2021-06-01,CD,CD,CD,CD,3,3,7.0,13.0,16.0,6.0,9.0,3.0,1
2021-06-01,CD,CD,CD,NC,2,2,4.0,6.0,,2.0,,,11
2021-06-01,CD,CL,CD,NC,2,2,7.0,26.0,,19.0,,,3
2021-06-01,CL,CL,NC,NC,1,1,12.0,,,,,,20
2021-06-01,CD,CD,CD,CD,8,3+,6.0,7.0,12.0,1.0,6.0,5.0,1
2021-06-01,CD,CD,CD,CD,3,3,22.0,30.0,38.0,8.0,16.0,8.0,1
2021-06-01,CC,CD,NC,NC,1,1,0.0,,,,,,54
2021-06-01,TW,CD,NC,NC,1,1,30.0,,,,,,6
2021-06-01,CD,CL,CL,NC,2,2,6.0,21.0,,15.0,,,3
2021-06-01,CD,TW,NC,NC,1,1,10.0,,,,,,18
2021-06-01,CD,CD,CD,CD,4,3+,11.0,16.0,26.0,5.0,15.0,10.0,1
2021-06-01,CL,CL,CL,NC,2,2,5.0,20.0,,15.0,,,1
2021-06-01,CL,CD,CD,NC,2,2,3.0,32.0,,29.0,,,1
2021-06-01,CD,TW,NC,NC,1,1,18.0,,,,,,15
2021-06-01,CD,CD,CC,NC,2,2,16.0,24.0,,8.0,,,1
2021-06-01,CD,CL,CL,CD,6,3+,5.0,13.0,19.0,8.0,14.0,6.0,1
2021-06-01,CD,CD,CD,CD,3,3,12.0,18.0,40.0,6.0,28.0,22.0,1
2021-06-01,CD,CD,CD,NC,2,2,4.0,4.0,,0.0,,,5
2021-06-01,CD,CL,CL,CL,5,3+,7.0,12.0,16.0,5.0,9.0,4.0,2
2021-06-01,CD,CD,CD,TW,3,3,10.0,13.0,29.0,3.0,19.0,16.0,1
2021-06-01,CD,CD,CL,HPL,3,3,7.0,24.0,35.0,17.0,28.0,11.0,1
2021-06-01,CD,CD,CD,NC,2,2,10.0,10.0,,0.0,,,3
2021-06-01,CC,CL,NC,NC,1,1,9.0,,,,,,2
2021-06-01,CD,CD,CD,CD,3,3,19.0,19.0,32.0,0.0,13.0,13.0,1
2021-06-01,CD,CD,CD,NC,2,2,23.0,38.0,,15.0,,,7
2021-06-01,CD,CD,CL,NC,2,2,6.0,25.0,,19.0,,,3
2021-06-01,CD,CD,CD,CD,3,3,4.0,12.0,33.0,8.0,29.0,21.0,1
2021-06-01,CD,CD,CD,NC,2,2,35.0,39.0,,4.0,,,9
2021-06-01,CD,CD,CC,CL,3,3,6.0,6.0,14.0,0.0,8.0,8.0,2
2021-06-01,CL,CC,CL,NC,2,2,12.0,14.0,,2.0,,,1
2021-06-01,CD,CD,CL,CD,5,3+,21.0,25.0,31.0,4.0,10.0,6.0,1
2021-06-01,CD,CD,CD,CD,3,3,28.0,30.0,35.0,2.0,7.0,5.0,1
2021-06-01,CD,CD,CL,NC,2,2,26.0,30.0,,4.0,,,1
2021-06-01,CD,CD,CD,CD,3,3,9.0,25.0,31.0,16.0,22.0,6.0,1
2021-06-01,CD,CC,NC,NC,1,1,10.0,,,,,,15
2021-06-01,CD,CD,CD,CD,4,3+,7.0,8.0,23.0,1.0,16.0,15.0,1
2021-06-01,CD,CD,CD,NC,2,2,19.0,22.0,,3.0,,,4
2021-06-01,CD,CD,CD,CD,4,3+,3.0,15.0,23.0,12.0,20.0,8.0,1
2021-06-01,CL,CC,CL,CD,3,3,11.0,28.0,32.0,17.0,21.0,4.0,1
2021-06-01,CL,CL,CC,NC,2,2,9.0,18.0,,9.0,,,1
2021-06-01,CD,TW,CC,NC,2,2,16.0,16.0,,0.0,,,3
2021-06-01,CD,CD,CC,NC,2,2,12.0,34.0,,22.0,,,1
2021-06-01,CD,CD,CD,NC,2,2,5.0,22.0,,17.0,,,10
2021-06-01,CD,CD,CL,NC,2,2,4.0,14.0,,10.0,,,2
2021-06-01,CD,CD,CD,CD,3,3,17.0,26.0,35.0,9.0,18.0,9.0,1
2021-06-01,CD,CD,CD,CD,3,3,3.0,12.0,20.0,9.0,17.0,8.0,1
2021-06-01,TW,CD,CD,NC,2,2,4.0,9.0,,5.0,,,1
2021-06-01,CD,CD,CD,CD,4,3+,12.0,19.0,31.0,7.0,19.0,12.0,1
2021-06-01,CD,CD,HPL,NC,2,2,33.0,37.0,,4.0,,,1
2021-06-01,CD,CD,CD,HPL,4,3+,11.0,20.0,32.0,9.0,21.0,12.0,1
2021-06-01,CD,CL,CL,CL,3,3,16.0,21.0,37.0,5.0,21.0,16.0,1
2021-06-01,CD,CL,CD,CD,4,3+,17.0,25.0,30.0,8.0,13.0,5.0,1
2021-06-01,CD,CD,CD,CL,3,3,8.0,13.0,18.0,5.0,10.0,5.0,1
2021-06-01,CD,CD,CL,CL,7,3+,5.0,7.0,18.0,2.0,13.0,11.0,1
2021-06-01,CD,CL,CL,NC,2,2,15.0,32.0,,17.0,,,1
2021-06-01,CD,CL,CD,CL,3,3,11.0,23.0,34.0,12.0,23.0,11.0,1
2021-06-01,CD,HPL,CL,NC,2,2,35.0,37.0,,2.0,,,1
2021-06-01,CD,CD,CC,CL,4,3+,24.0,24.0,35.0,0.0,11.0,11.0,1
2021-06-01,CD,CD,CD,CD,3,3,16.0,19.0,26.0,3.0,10.0,7.0,1
2021-06-01,CL,CL,NC,NC,1,1,19.0,,,,,,10
2021-06-01,CD,CD,CD,NC,2,2,19.0,28.0,,9.0,,,10
2021-06-01,CD,CL,CD,NC,2,2,5.0,8.0,,3.0,,,1
2021-06-01,CD,CD,CD,NC,2,2,28.0,34.0,,6.0,,,13
2021-06-01,CD,CD,CL,CL,4,3+,3.0,14.0,26.0,11.0,23.0,12.0,1
2021-06-01,CD,CD,CL,NC,2,2,13.0,18.0,,5.0,,,5
2021-06-01,CD,CD,CD,NC,2,2,18.0,25.0,,7.0,,,7
2021-06-01,CD,CD,CD,CC,3,3,12.0,26.0,40.0,14.0,28.0,14.0,1
2021-06-01,CL,CD,CL,NC,2,2,7.0,16.0,,9.0,,,2
2021-06-01,CD,CD,CD,NC,2,2,13.0,27.0,,14.0,,,11
2021-06-01,CD,HPL,NC,NC,1,1,17.0,,,,,,2
2021-06-01,CD,CD,CL,CL,3,3,17.0,27.0,34.0,10.0,17.0,7.0,1
2021-06-01,CD,CD,CD,NC,2,2,7.0,40.0,,33.0,,,5
2021-06-01,CD,CL,CD,CC,3,3,6.0,11.0,11.0,5.0,5.0,0.0,1
2021-06-01,CD,CD,CD,CD,4,3+,7.0,14.0,19.0,7.0,12.0,5.0,2
2021-06-01,CD,CL,CD,CL,4,3+,4.0,9.0,19.0,5.0,15.0,10.0,1
2021-06-01,CD,CD,CD,CD,3,3,12.0,26.0,28.0,14.0,16.0,2.0,1
2021-06-01,CD,CD,CL,CD,3,3,13.0,14.0,35.0,1.0,22.0,21.0,1
2021-06-01,CD,CD,CD,CD,4,3+,10.0,14.0,21.0,4.0,11.0,7.0,3
2021-06-01,CD,CL,CD,NC,2,2,7.0,19.0,,12.0,,,1
2021-06-01,CD,CD,CD,CD,4,3+,19.0,26.0,31.0,7.0,12.0,5.0,1
2021-06-01,CD,CD,CD,CD,3,3,21.0,32.0,37.0,11.0,16.0,5.0,1
2021-06-01,CD,CD,TW,NC,2,2,10.0,23.0,,13.0,,,1
2021-06-01,CD,CL,CL,CL,3,3,8.0,12.0,37.0,4.0,29.0,25.0,1
2021-06-01,CD,CD,CD,CD,3,3,7.0,20.0,34.0,13.0,27.0,14.0,2
2021-06-01,CD,TW,CC,CL,5,3+,16.0,16.0,25.0,0.0,9.0,9.0,1
2021-06-01,TW,CL,CL,NC,2,2,19.0,31.0,,12.0,,,1
2021-06-01,CD,CD,CD,NC,2,2,22.0,26.0,,4.0,,,5
2021-06-01,CD,CD,CD,CD,3,3,9.0,11.0,25.0,2.0,16.0,14.0,1
2021-06-01,CD,CD,CD,CD,3,3,19.0,26.0,33.0,7.0,14.0,7.0,1
2021-06-01,CD,CD,CD,CD,4,3+,3.0,10.0,37.0,7.0,34.0,27.0,1
2021-06-01,CD,CD,CD,CL,3,3,8.0,14.0,20.0,6.0,12.0,6.0,1
2021-06-01,CD,CD,CD,NC,2,2,14.0,34.0,,20.0,,,10
2021-06-01,CD,CD,CL,CL,4,3+,5.0,16.0,36.0,11.0,31.0,20.0,1
2021-06-01,CD,CL,CC,CD,3,3,15.0,28.0,28.0,13.0,13.0,0.0,1
2021-06-01,CD,CD,CL,NC,2,2,26.0,35.0,,9.0,,,1
2021-06-01,CD,HPL,NC,NC,1,1,27.0,,,,,,6
2021-06-01,CD,CL,CL,CL,3,3,14.0,27.0,36.0,13.0,22.0,9.0,1
2021-06-01,CD,CD,CD,NC,2,2,1.0,13.0,,12.0,,,2
2021-06-01,CD,CD,CL,NC,2,2,8.0,18.0,,10.0,,,1
2021-06-01,CD,CD,CC,CD,3,3,5.0,6.0,7.0,1.0,2.0,1.0,1
2021-06-01,CD,CD,CD,CD,3,3,10.0,14.0,24.0,4.0,14.0,10.0,1
2021-06-01,CD,CD,CC,CD,5,3+,6.0,6.0,21.0,0.0,15.0,15.0,1
2021-06-01,CD,CC,CL,NC,2,2,12.0,12.0,,0.0,,,1
2021-06-01,CD,TW,CD,CD,4,3+,12.0,29.0,32.0,17.0,20.0,3.0,1
2021-06-01,CD,CD,CD,CD,8,3+,15.0,19.0,20.0,4.0,5.0,1.0,1
2021-06-01,CD,CL,CD,CL,3,3,19.0,35.0,37.0,16.0,18.0,2.0,1
2021-06-01,CD,CD,CC,NC,2,2,1.0,15.0,,14.0,,,1
2021-06-01,CD,CD,CL,CD,3,3,6.0,18.0,23.0,12.0,17.0,5.0,1
2021-06-01,CL,CD,NC,NC,1,1,5.0,,,,,,3
2021-06-01,CD,CD,CD,CD,5,3+,15.0,20.0,23.0,5.0,8.0,3.0,1
2021-06-01,CD,CD,CD,CL,5,3+,4.0,15.0,15.0,11.0,11.0,0.0,1
2021-06-01,CD,CD,CL,NC,2,2,4.0,11.0,,7.0,,,2
2021-06-01,CD,CD,CD,CD,3,3,11.0,22.0,27.0,11.0,16.0,5.0,1
2021-06-01,CD,CD,CL,NC,2,2,19.0,36.0,,17.0,,,1
2021-06-01,CC,CD,CL,CC,6,3+,5.0,11.0,19.0,6.0,14.0,8.0,1
2021-06-01,CD,CD,TW,CD,3,3,7.0,15.0,18.0,8.0,11.0,3.0,1
2021-06-01,CD,CL,CD,NC,2,2,14.0,16.0,,2.0,,,1
2021-06-01,CD,CD,CD,CD,6,3+,6.0,9.0,11.0,3.0,5.0,2.0,2
2021-06-01,CD,CD,CL,CL,3,3,8.0,22.0,39.0,14.0,31.0,17.0,1
2021-06-01,CD,CD,CD,CD,4,3+,4.0,11.0,14.0,7.0,10.0,3.0,1
2021-06-01,CD,CD,CD,CC,4,3+,5.0,14.0,26.0,9.0,21.0,12.0,1
2021-06-01,CD,CD,CD,CD,5,3+,5.0,16.0,33.0,11.0,28.0,17.0,1
2021-06-01,CD,CD,CD,CD,5,3+,5.0,10.0,19.0,5.0,14.0,9.0,1
2021-06-01,CD,CD,CD,CD,3,3,11.0,13.0,16.0,2.0,5.0,3.0,1
2021-06-01,CD,CD,CD,NC,2,2,23.0,31.0,,8.0,,,15
2021-06-01,CD,CL,CD,NC,2,2,5.0,9.0,,4.0,,,2
2021-06-01,CD,CD,CD,CD,4,3+,17.0,25.0,31.0,8.0,14.0,6.0,1
2021-06-01,CD,CD,CL,HPL,3,3,29.0,36.0,38.0,7.0,9.0,2.0,1
2021-06-01,CD,CD,CC,CD,3,3,15.0,15.0,19.0,0.0,4.0,4.0,1
2021-06-01,CD,CD,CD,CL,6,3+,9.0,12.0,19.0,3.0,10.0,7.0,1
2021-06-01,CD,CD,CD,NC,2,2,12.0,30.0,,18.0,,,13
2021-06-01,TW,CD,CC,CD,4,3+,18.0,18.0,27.0,0.0,9.0,9.0,1
2021-06-01,CD,CD,CD,NC,2,2,11.0,35.0,,24.0,,,12
2021-06-01,CD,CL,CL,CL,4,3+,15.0,24.0,31.0,9.0,16.0,7.0,1
2021-06-01,CC,CD,NC,NC,1,1,32.0,,,,,,2
2021-06-01,TW,CD,NC,NC,1,1,2.0,,,,,,4
2021-06-01,CD,CD,CD,NC,2,2,3.0,3.0,,0.0,,,2
2021-06-01,TW,CD,CD,NC,2,2,19.0,25.0,,6.0,,,1
2021-06-01,CD,CD,CC,CD,3,3,35.0,35.0,40.0,0.0,5.0,5.0,1
2021-06-01,CD,CD,CD,CD,3,3,4.0,27.0,37.0,23.0,33.0,10.0,1
2021-06-01,CD,HPL,NC,NC,1,1,25.0,,,,,,5
2021-06-01,CD,CD,CD,CD,4,3+,5.0,9.0,16.0,4.0,11.0,7.0,1
2021-06-01,CL,CL,CC,CL,3,3,27.0,27.0,27.0,0.0,0.0,0.0,1
2021-06-01,CD,CD,CD,CD,3,3,7.0,11.0,38.0,4.0,31.0,27.0,1
2021-06-01,CD,CD,CD,CD,3,3,19.0,30.0,37.0,11.0,18.0,7.0,1
2021-06-01,TW,CC,CL,CC,5,3+,5.0,9.0,16.0,4.0,11.0,7.0,1
2021-06-01,CD,CD,CD,NC,2,2,8.0,32.0,,24.0,,,9
2021-06-01,CD,TW,CL,NC,2,2,17.0,17.0,,0.0,,,1
2021-06-01,CD,CD,CD,CD,4,3+,11.0,16.0,24.0,5.0,13.0,8.0,2
2021-06-01,CD,CD,CD,CD,4,3+,2.0,7.0,10.0,5.0,8.0,3.0,1
2021-06-01,CD,CD,CD,CC,5,3+,6.0,16.0,16.0,10.0,10.0,0.0,2
2021-06-01,CD,CD,CD,CD,3,3,3.0,19.0,30.0,16.0,27.0,11.0,1
2021-07-01,TW,CD,CL,CL,3,3,5.0,7.0,10.0,2.0,5.0,3.0,1
2021-07-01,CD,CL,CL,CL,3,3,8.0,30.0,36.0,22.0,28.0,6.0,1
2021-07-01,CD,CD,CD,NC,2,2,13.0,35.0,,22.0,,,5
2021-07-01,CD,TW,CD,CD,3,3,10.0,24.0,29.0,14.0,19.0,5.0,1
2021-07-01,CD,CD,CD,CD,3,3,9.0,12.0,12.0,3.0,3.0,0.0,1
2021-07-01,CD,CD,CD,NC,2,2,18.0,23.0,,5.0,,,5
2021-07-01,CD,CD,CD,CD,5,3+,4.0,5.0,9.0,1.0,5.0,4.0,1
2021-07-01,CD,CD,CD,CD,5,3+,2.0,16.0,27.0,14.0,25.0,11.0,1
2021-07-01,CD,CC,CD,NC,2,2,0.0,6.0,,6.0,,,3
2021-07-01,CD,CD,CD,CD,3,3,9.0,16.0,21.0,7.0,12.0,5.0,1
2021-07-01,CD,CD,CD,NC,2,2,18.0,28.0,,10.0,,,4
2021-07-01,CD,CL,HPL,NC,2,2,6.0,25.0,,19.0,,,1
2021-07-01,CD,CD,CD,NC,2,2,6.0,8.0,,2.0,,,9
2021-07-01,CD,CD,CD,CD,3,3,18.0,20.0,29.0,2.0,11.0,9.0,1
2021-07-01,CD,CD,CD,NC,2,2,6.0,13.0,,7.0,,,9
2021-07-01,TW,CD,NC,NC,1,1,30.0,,,,,,6
2021-07-01,CD,CD,CD,CC,3,3,25.0,38.0,38.0,13.0,13.0,0.0,1
2021-07-01,CD,CD,CC,NC,2,2,4.0,12.0,,8.0,,,2
2021-07-01,CD,TW,CD,NC,2,2,15.0,32.0,,17.0,,,1
2021-07-01,CD,CD,CD,NC,2,2,20.0,28.0,,8.0,,,5
2021-07-01,CD,TW,CL,NC,2,2,6.0,10.0,,4.0,,,1
2021-07-01,CD,TW,CD,NC,2,2,20.0,23.0,,3.0,,,1
2021-07-01,CD,CD,CD,NC,2,2,19.0,35.0,,16.0,,,1
2021-07-01,CD,CD,CD,NC,2,2,6.0,17.0,,11.0,,,7
2021-07-01,CD,CD,CD,NC,2,2,9.0,28.0,,19.0,,,2
2021-07-01,CD,CD,CL,CD,4,3+,5.0,9.0,18.0,4.0,13.0,9.0,1
2021-07-01,CD,CD,TW,CD,3,3,1.0,7.0,12.0,6.0,11.0,5.0,1
2021-07-01,CD,CD,CD,NC,2,2,6.0,25.0,,19.0,,,11
2021-07-01,CD,CL,CL,CL,3,3,8.0,26.0,27.0,18.0,19.0,1.0,1
2021-07-01,CD,CD,CD,NC,2,2,3.0,16.0,,13.0,,,3
2021-07-01,CL,CL,CL,NC,2,2,6.0,17.0,,11.0,,,3
2021-07-01,CD,CD,CD,NC,2,2,6.0,20.0,,14.0,,,6
2021-07-01,CD,CD,CD,CL,4,3+,8.0,26.0,33.0,18.0,25.0,7.0,1
2021-07-01,CD,CL,CL,NC,2,2,8.0,15.0,,7.0,,,2
2021-07-01,CD,CD,CL,CD,5,3+,8.0,21.0,32.0,13.0,24.0,11.0,1
2021-07-01,CD,CD,CD,NC,2,2,12.0,35.0,,23.0,,,4
2021-07-01,CD,CL,NC,NC,1,1,2.0,,,,,,14
